Date,Month,Year,Country,Product,Revenue,MarketingSpend,NewCustomers,ChurnRate,NPS
18/05/2023,May,2023,Germany,Basic,289,21,1,3.22,45
19/05/2023,May,2023,Germany,Basic,557,41,2,3.07,41
20/05/2023,May,2023,Germany,Basic,83,6,0,3.26,41
21/05/2023,May,2023,Germany,Basic,147,11,0,3.57,35
22/05/2023,May,2023,Germany,Basic,255,19,1,3.07,37
23/05/2023,May,2023,Germany,Basic,25,2,0,3.28,45
24/05/2023,May,2023,Germany,Basic,40,3,0,3.08,44
25/05/2023,May,2023,Germany,Basic,150,11,0,3.47,44
26/05/2023,May,2023,Germany,Basic,190,14,1,3.59,36
27/05/2023,May,2023,Germany,Basic,445,32,1,3.43,39
28/05/2023,May,2023,Germany,Basic,359,26,1,3.63,38
29/05/2023,May,2023,Germany,Basic,117,9,0,2.81,35
30/05/2023,May,2023,Germany,Basic,521,38,2,3.36,37
31/05/2023,May,2023,Germany,Basic,590,42,2,3.48,40
01/05/2023,May,2023,Germany,Pro,74,3,0,4.57,38
02/05/2023,May,2023,Germany,Pro,74,3,0,4.7,39
03/05/2023,May,2023,Germany,Pro,70,3,0,4.9,46
04/05/2023,May,2023,Germany,Pro,119,6,0,4.5,44
05/05/2023,May,2023,Germany,Pro,556,26,2,4.47,44
06/05/2023,May,2023,Germany,Pro,467,22,1,4.44,47
07/05/2023,May,2023,Germany,Pro,726,34,2,4.81,38
08/05/2023,May,2023,Germany,Pro,84,4,0,4.59,41
09/05/2023,May,2023,Germany,Pro,160,7,0,4.61,41
10/05/2023,May,2023,Germany,Pro,111,5,0,4.5,46
11/05/2023,May,2023,Germany,Pro,163,8,0,5.2,47
12/05/2023,May,2023,Germany,Pro,1139,53,3,5.25,40
13/05/2023,May,2023,Germany,Pro,6,0,0,4.48,39
14/05/2023,May,2023,Germany,Pro,362,17,1,4.39,41
15/05/2023,May,2023,Germany,Pro,283,13,1,5.29,37
16/05/2023,May,2023,Germany,Pro,703,33,2,4.34,41
17/05/2023,May,2023,Germany,Pro,87,4,0,5.04,45
18/05/2023,May,2023,Germany,Pro,15,1,0,4.94,40
19/05/2023,May,2023,Germany,Pro,103,5,0,5.21,46
20/05/2023,May,2023,Germany,Pro,1263,59,4,4.93,38
21/05/2023,May,2023,Germany,Pro,489,23,1,5.12,47
22/05/2023,May,2023,Germany,Pro,359,17,1,4.74,42
23/05/2023,May,2023,Germany,Pro,3,0,0,4.35,38
24/05/2023,May,2023,Germany,Pro,544,25,2,4.61,38
25/05/2023,May,2023,Germany,Pro,3199,148,9,4.37,39
26/05/2023,May,2023,Germany,Pro,153,7,0,4.78,46
27/05/2023,May,2023,Germany,Pro,396,18,1,4.38,38
28/05/2023,May,2023,Germany,Pro,87,4,0,4.36,41
29/05/2023,May,2023,Germany,Pro,326,15,1,5.1,41
30/05/2023,May,2023,Germany,Pro,1204,56,3,4.91,47
31/05/2023,May,2023,Germany,Pro,1985,91,10,4.69,41
01/05/2023,May,2023,Germany,Enterprise,2721,30,2,1.26,31
02/05/2023,May,2023,Germany,Enterprise,1486,16,1,2.08,34
03/05/2023,May,2023,Germany,Enterprise,971,11,1,1.49,28
04/05/2023,May,2023,Germany,Enterprise,11141,123,8,2.25,29
05/05/2023,May,2023,Germany,Enterprise,790,9,1,2.19,25
06/05/2023,May,2023,Germany,Enterprise,365,4,0,1.59,32
07/05/2023,May,2023,Germany,Enterprise,1856,21,1,2.19,29
08/05/2023,May,2023,Germany,Enterprise,2826,31,2,1.52,28
09/05/2023,May,2023,Germany,Enterprise,1019,11,1,1.82,33
10/05/2023,May,2023,Germany,Enterprise,2878,32,2,1.32,33
11/05/2023,May,2023,Germany,Enterprise,497,6,0,2.21,32
12/05/2023,May,2023,Germany,Enterprise,1477,16,1,1.48,27
13/05/2023,May,2023,Germany,Enterprise,501,6,0,2.2,35
14/05/2023,May,2023,Germany,Enterprise,726,8,0,2.15,33
15/05/2023,May,2023,Germany,Enterprise,2380,26,2,2.03,32
16/05/2023,May,2023,Germany,Enterprise,531,6,0,1.58,26
17/05/2023,May,2023,Germany,Enterprise,634,7,0,1.6,34
18/05/2023,May,2023,Germany,Enterprise,3491,39,2,1.63,30
19/05/2023,May,2023,Germany,Enterprise,782,9,1,2.22,28
20/05/2023,May,2023,Germany,Enterprise,1819,20,1,1.97,35
21/05/2023,May,2023,Germany,Enterprise,2464,27,2,1.91,31
22/05/2023,May,2023,Germany,Enterprise,426,5,0,2.02,30
23/05/2023,May,2023,Germany,Enterprise,1094,12,1,1.63,26
24/05/2023,May,2023,Germany,Enterprise,1064,12,1,2.2,27
25/05/2023,May,2023,Germany,Enterprise,99,1,0,1.29,28
26/05/2023,May,2023,Germany,Enterprise,258,3,0,1.47,35
27/05/2023,May,2023,Germany,Enterprise,1019,11,1,1.41,27
28/05/2023,May,2023,Germany,Enterprise,1127,12,1,1.47,30
29/05/2023,May,2023,Germany,Enterprise,347,4,0,1.37,29
30/05/2023,May,2023,Germany,Enterprise,4979,55,3,1.47,31
31/05/2023,May,2023,Germany,Enterprise,115,1,0,1.63,33
01/06/2023,June,2023,Spain,Basic,244,18,1,3.28,27
02/06/2023,June,2023,Spain,Basic,566,42,3,2.74,29
03/06/2023,June,2023,Spain,Basic,139,10,1,3.02,32
04/06/2023,June,2023,Spain,Basic,5,0,0,3.33,30
05/06/2023,June,2023,Spain,Basic,82,6,0,3.15,37
06/06/2023,June,2023,Spain,Basic,39,3,0,2.63,37
07/06/2023,June,2023,Spain,Basic,492,37,3,3.26,29
08/06/2023,June,2023,Spain,Basic,409,30,2,2.77,35
09/06/2023,June,2023,Spain,Basic,140,10,1,2.95,32
10/06/2023,June,2023,Spain,Basic,457,34,2,2.63,31
11/06/2023,June,2023,Spain,Basic,249,18,1,2.58,32
12/06/2023,June,2023,Spain,Basic,15,1,0,3.07,36
13/06/2023,June,2023,Spain,Basic,3,0,0,2.7,34
14/06/2023,June,2023,Spain,Basic,33,2,0,2.87,37
15/06/2023,June,2023,Spain,Basic,62,5,0,2.62,32
16/06/2023,June,2023,Spain,Basic,4,0,0,3.21,31
17/06/2023,June,2023,Spain,Basic,548,41,3,2.6,28
18/06/2023,June,2023,Spain,Basic,156,12,1,2.83,31
19/06/2023,June,2023,Spain,Basic,544,40,3,2.9,34
20/06/2023,June,2023,Spain,Basic,1380,102,7,2.81,35
21/06/2023,June,2023,Spain,Basic,316,23,2,3.33,28
22/06/2023,June,2023,Spain,Basic,390,29,2,2.92,31
23/06/2023,June,2023,Spain,Basic,44,3,0,3.32,29
24/06/2023,June,2023,Spain,Basic,428,32,2,3.07,28
25/06/2023,June,2023,Spain,Basic,15,1,0,3.51,29
26/06/2023,June,2023,Spain,Basic,316,23,2,2.65,32
27/06/2023,June,2023,Spain,Basic,612,45,3,3.39,32
28/06/2023,June,2023,Spain,Basic,327,24,2,3.05,37
29/06/2023,June,2023,Spain,Basic,49,4,0,2.99,36
30/06/2023,June,2023,Spain,Basic,507,41,3,2.76,27
01/06/2023,June,2023,Spain,Pro,321,13,0,2.04,84
02/06/2023,June,2023,Spain,Pro,109,4,0,2.31,76
03/06/2023,June,2023,Spain,Pro,822,34,1,2.05,77
04/06/2023,June,2023,Spain,Pro,384,16,1,2.42,80
05/06/2023,June,2023,Spain,Pro,127,5,0,1.82,78
06/06/2023,June,2023,Spain,Pro,33,1,0,2.71,77
07/06/2023,June,2023,Spain,Pro,93,4,0,2.63,84
08/06/2023,June,2023,Spain,Pro,1101,45,2,1.95,77
09/06/2023,June,2023,Spain,Pro,178,7,0,1.89,76
10/06/2023,June,2023,Spain,Pro,181,7,0,2.32,75
11/06/2023,June,2023,Spain,Pro,1921,79,3,2.77,84
12/06/2023,June,2023,Spain,Pro,562,23,1,1.98,81
13/06/2023,June,2023,Spain,Pro,1020,42,1,1.88,82
14/06/2023,June,2023,Spain,Pro,461,19,1,2.81,84
15/06/2023,June,2023,Spain,Pro,169,7,0,1.9,79
16/06/2023,June,2023,Spain,Pro,1514,62,2,1.83,83
17/06/2023,June,2023,Spain,Pro,429,18,1,1.93,82
18/06/2023,June,2023,Spain,Pro,6,0,0,2.23,77
19/06/2023,June,2023,Spain,Pro,11,0,0,2.81,79
20/06/2023,June,2023,Spain,Pro,61,2,0,1.92,84
21/06/2023,June,2023,Spain,Pro,1486,61,2,1.85,80
22/06/2023,June,2023,Spain,Pro,83,3,0,2.78,80
23/06/2023,June,2023,Spain,Pro,79,3,0,2.26,78
24/06/2023,June,2023,Spain,Pro,832,34,1,2.29,77
25/06/2023,June,2023,Spain,Pro,369,15,1,2.27,82
26/06/2023,June,2023,Spain,Pro,1423,58,2,2.63,76
27/06/2023,June,2023,Spain,Pro,577,24,1,2.68,77
28/06/2023,June,2023,Spain,Pro,1709,70,2,2.24,81
29/06/2023,June,2023,Spain,Pro,141,6,0,2.17,79
30/06/2023,June,2023,Spain,Pro,297,15,1,1.93,78
01/06/2023,June,2023,Spain,Enterprise,482,7,1,4.0,41
02/06/2023,June,2023,Spain,Enterprise,3470,54,4,3.91,37
03/06/2023,June,2023,Spain,Enterprise,206,3,0,3.78,43
04/06/2023,June,2023,Spain,Enterprise,3079,48,3,4.45,33
05/06/2023,June,2023,Spain,Enterprise,4227,65,4,4.26,37
06/06/2023,June,2023,Spain,Enterprise,865,13,1,4.15,41
07/06/2023,June,2023,Spain,Enterprise,1590,25,2,4.31,43
08/06/2023,June,2023,Spain,Enterprise,308,5,0,4.01,34
09/06/2023,June,2023,Spain,Enterprise,98,2,0,4.32,34
10/06/2023,June,2023,Spain,Enterprise,393,6,0,3.8,42
11/06/2023,June,2023,Spain,Enterprise,372,6,0,3.55,36
12/06/2023,June,2023,Spain,Enterprise,1324,20,1,4.09,36
13/06/2023,June,2023,Spain,Enterprise,460,7,0,3.54,42
14/06/2023,June,2023,Spain,Enterprise,1193,18,1,3.58,34
15/06/2023,June,2023,Spain,Enterprise,343,5,0,3.95,43
16/06/2023,June,2023,Spain,Enterprise,413,6,0,4.37,40
17/06/2023,June,2023,Spain,Enterprise,7298,113,8,3.57,41
18/06/2023,June,2023,Spain,Enterprise,591,9,1,4.45,43
19/06/2023,June,2023,Spain,Enterprise,1710,26,2,4.26,38
20/06/2023,June,2023,Spain,Enterprise,1528,24,2,4.32,42
21/06/2023,June,2023,Spain,Enterprise,2576,40,3,4.17,41
22/06/2023,June,2023,Spain,Enterprise,1476,23,2,4.4,37
23/06/2023,June,2023,Spain,Enterprise,1426,22,2,4.37,43
24/06/2023,June,2023,Spain,Enterprise,541,8,1,4.49,42
25/06/2023,June,2023,Spain,Enterprise,1678,26,2,4.16,40
26/06/2023,June,2023,Spain,Enterprise,537,8,1,3.92,35
27/06/2023,June,2023,Spain,Enterprise,2942,45,3,3.8,40
28/06/2023,June,2023,Spain,Enterprise,117,2,0,4.07,38
29/06/2023,June,2023,Spain,Enterprise,433,7,0,4.1,43
30/06/2023,June,2023,Spain,Enterprise,721,12,1,4.09,36
01/06/2023,June,2023,USA,Basic,53,7,0,3.82,64
02/06/2023,June,2023,USA,Basic,28,4,0,3.27,62
03/06/2023,June,2023,USA,Basic,9,1,0,3.24,71
04/06/2023,June,2023,USA,Basic,7,1,0,3.55,71
05/06/2023,June,2023,USA,Basic,359,50,2,4.0,65
06/06/2023,June,2023,USA,Basic,193,27,1,3.78,67
07/06/2023,June,2023,USA,Basic,352,49,2,3.69,69
08/06/2023,June,2023,USA,Basic,98,14,1,3.73,64
09/06/2023,June,2023,USA,Basic,1003,141,5,4.04,65
10/06/2023,June,2023,USA,Basic,46,6,0,3.76,69
11/06/2023,June,2023,USA,Basic,243,34,1,3.91,62
12/06/2023,June,2023,USA,Basic,15,2,0,3.95,65
13/06/2023,June,2023,USA,Basic,99,14,1,3.66,64
14/06/2023,June,2023,USA,Basic,170,24,1,3.51,65
15/06/2023,June,2023,USA,Basic,165,23,1,3.95,65
16/06/2023,June,2023,USA,Basic,175,25,1,3.55,61
17/06/2023,June,2023,USA,Basic,96,13,1,3.99,64
18/06/2023,June,2023,USA,Basic,51,7,0,3.8,67
19/06/2023,June,2023,USA,Basic,51,7,0,3.51,63
20/06/2023,June,2023,USA,Basic,98,14,1,3.57,61
21/06/2023,June,2023,USA,Basic,78,11,0,3.61,70
22/06/2023,June,2023,USA,Basic,1326,186,7,3.52,66
23/06/2023,June,2023,USA,Basic,188,26,1,3.81,67
24/06/2023,June,2023,USA,Basic,383,54,2,4.05,68
25/06/2023,June,2023,USA,Basic,340,48,2,3.85,67
26/06/2023,June,2023,USA,Basic,28,4,0,4.17,67
27/06/2023,June,2023,USA,Basic,201,28,1,3.95,63
28/06/2023,June,2023,USA,Basic,71,10,0,3.88,65
29/06/2023,June,2023,USA,Basic,76,11,0,3.85,66
30/06/2023,June,2023,USA,Basic,39,6,2,3.19,64
01/06/2023,June,2023,USA,Pro,1223,47,1,0.58,66
02/06/2023,June,2023,USA,Pro,572,22,0,0.71,66
03/06/2023,June,2023,USA,Pro,3689,141,3,0.64,68
04/06/2023,June,2023,USA,Pro,863,33,1,1.35,69
05/06/2023,June,2023,USA,Pro,381,15,0,1.06,69
06/06/2023,June,2023,USA,Pro,23,1,0,0.7,63
07/06/2023,June,2023,USA,Pro,461,18,0,1.46,62
08/06/2023,June,2023,USA,Pro,1633,62,1,0.94,61
09/06/2023,June,2023,USA,Pro,1642,63,1,1.25,68
10/06/2023,June,2023,USA,Pro,261,10,0,0.82,69
11/06/2023,June,2023,USA,Pro,942,36,1,1.56,66
12/06/2023,June,2023,USA,Pro,766,29,1,1.34,61
13/06/2023,June,2023,USA,Pro,213,8,0,0.76,68
14/06/2023,June,2023,USA,Pro,780,30,1,0.71,65
15/06/2023,June,2023,USA,Pro,836,32,1,1.49,62
16/06/2023,June,2023,USA,Pro,306,12,0,1.37,60
17/06/2023,June,2023,USA,Pro,42,2,0,1.48,68
18/06/2023,June,2023,USA,Pro,313,12,0,0.64,64
19/06/2023,June,2023,USA,Pro,2,0,0,0.73,66
20/06/2023,June,2023,USA,Pro,665,25,0,1.38,64
21/06/2023,June,2023,USA,Pro,379,14,0,1.07,66
22/06/2023,June,2023,USA,Pro,566,22,0,1.41,60
23/06/2023,June,2023,USA,Pro,287,11,0,1.28,69
24/06/2023,June,2023,USA,Pro,207,8,0,1.56,65
25/06/2023,June,2023,USA,Pro,168,6,0,0.89,63
26/06/2023,June,2023,USA,Pro,685,26,1,0.86,68
27/06/2023,June,2023,USA,Pro,1620,62,1,0.66,68
28/06/2023,June,2023,USA,Pro,914,35,1,1.55,66
29/06/2023,June,2023,USA,Pro,973,37,1,0.77,65
30/06/2023,June,2023,USA,Pro,425,13,1,0.63,65
01/06/2023,June,2023,USA,Enterprise,2107,43,2,1.58,75
02/06/2023,June,2023,USA,Enterprise,33,1,0,2.08,80
03/06/2023,June,2023,USA,Enterprise,1115,23,1,2.06,82
04/06/2023,June,2023,USA,Enterprise,5120,105,4,1.95,80
05/06/2023,June,2023,USA,Enterprise,229,5,0,1.76,74
06/06/2023,June,2023,USA,Enterprise,2697,55,2,2.14,81
07/06/2023,June,2023,USA,Enterprise,1477,30,1,2.33,76
08/06/2023,June,2023,USA,Enterprise,57,1,0,1.53,74
09/06/2023,June,2023,USA,Enterprise,2674,55,2,1.91,75
10/06/2023,June,2023,USA,Enterprise,437,9,0,1.82,82
11/06/2023,June,2023,USA,Enterprise,2442,50,2,1.8,79
12/06/2023,June,2023,USA,Enterprise,180,4,0,2.07,82
13/06/2023,June,2023,USA,Enterprise,1268,26,1,2.14,74
14/06/2023,June,2023,USA,Enterprise,1305,27,1,2.0,83
15/06/2023,June,2023,USA,Enterprise,3688,76,3,1.6,76
16/06/2023,June,2023,USA,Enterprise,2170,44,2,1.56,74
17/06/2023,June,2023,USA,Enterprise,231,5,0,1.76,75
18/06/2023,June,2023,USA,Enterprise,296,6,0,2.34,84
19/06/2023,June,2023,USA,Enterprise,606,12,0,1.41,76
20/06/2023,June,2023,USA,Enterprise,429,9,0,1.95,80
21/06/2023,June,2023,USA,Enterprise,821,17,1,1.93,81
22/06/2023,June,2023,USA,Enterprise,1596,33,1,1.68,82
23/06/2023,June,2023,USA,Enterprise,296,6,0,2.18,75
24/06/2023,June,2023,USA,Enterprise,1768,36,1,1.54,80
25/06/2023,June,2023,USA,Enterprise,1770,36,1,2.31,74
26/06/2023,June,2023,USA,Enterprise,650,13,1,1.94,75
27/06/2023,June,2023,USA,Enterprise,2799,57,2,1.6,80
28/06/2023,June,2023,USA,Enterprise,312,6,0,1.67,74
29/06/2023,June,2023,USA,Enterprise,1017,21,1,1.93,81
30/06/2023,June,2023,USA,Enterprise,1303,27,3,1.87,74
01/06/2023,June,2023,Germany,Basic,46,36,1,2.81,66
02/06/2023,June,2023,Germany,Basic,43,34,1,1.92,56
03/06/2023,June,2023,Germany,Basic,8,6,0,2.0,62
04/06/2023,June,2023,Germany,Basic,2,1,0,2.58,57
05/06/2023,June,2023,Germany,Basic,5,4,0,2.35,66
06/06/2023,June,2023,Germany,Basic,55,43,1,2.31,60
07/06/2023,June,2023,Germany,Basic,1,1,0,1.91,56
08/06/2023,June,2023,Germany,Basic,42,33,1,2.81,63
09/06/2023,June,2023,Germany,Basic,28,22,1,2.34,59
10/06/2023,June,2023,Germany,Basic,76,59,2,2.32,57
11/06/2023,June,2023,Germany,Basic,9,7,0,1.85,60
12/06/2023,June,2023,Germany,Basic,36,28,1,1.93,61
13/06/2023,June,2023,Germany,Basic,45,35,1,1.89,62
14/06/2023,June,2023,Germany,Basic,166,130,4,2.35,60
15/06/2023,June,2023,Germany,Basic,87,68,2,2.36,61
16/06/2023,June,2023,Germany,Basic,2,1,0,2.15,59
17/06/2023,June,2023,Germany,Basic,6,5,0,2.61,61
18/06/2023,June,2023,Germany,Basic,1,1,0,2.18,63
19/06/2023,June,2023,Germany,Basic,7,5,0,2.61,62
20/06/2023,June,2023,Germany,Basic,59,46,1,2.61,62
21/06/2023,June,2023,Germany,Basic,17,13,0,2.72,63
22/06/2023,June,2023,Germany,Basic,59,46,1,2.59,66
23/06/2023,June,2023,Germany,Basic,102,79,2,2.39,62
24/06/2023,June,2023,Germany,Basic,85,67,2,2.6,57
25/06/2023,June,2023,Germany,Basic,74,58,2,2.5,65
26/06/2023,June,2023,Germany,Basic,33,26,1,2.46,59
27/06/2023,June,2023,Germany,Basic,11,9,0,2.26,60
28/06/2023,June,2023,Germany,Basic,178,139,4,2.06,59
29/06/2023,June,2023,Germany,Basic,34,26,1,2.55,63
30/06/2023,June,2023,Germany,Basic,64,51,4,2.27,62
01/06/2023,June,2023,Germany,Pro,392,21,1,3.95,67
02/06/2023,June,2023,Germany,Pro,943,50,2,4.86,63
03/06/2023,June,2023,Germany,Pro,417,22,1,4.73,65
04/06/2023,June,2023,Germany,Pro,950,51,2,4.27,62
05/06/2023,June,2023,Germany,Pro,1126,60,2,4.72,57
06/06/2023,June,2023,Germany,Pro,445,24,1,4.68,65
07/06/2023,June,2023,Germany,Pro,531,28,1,4.64,64
08/06/2023,June,2023,Germany,Pro,449,24,1,4.12,59
09/06/2023,June,2023,Germany,Pro,429,23,1,4.9,58
10/06/2023,June,2023,Germany,Pro,676,36,1,4.47,64
11/06/2023,June,2023,Germany,Pro,5,0,0,3.99,61
12/06/2023,June,2023,Germany,Pro,1310,70,3,4.26,58
13/06/2023,June,2023,Germany,Pro,52,3,0,4.47,62
14/06/2023,June,2023,Germany,Pro,51,3,0,4.33,65
15/06/2023,June,2023,Germany,Pro,304,16,1,4.21,61
16/06/2023,June,2023,Germany,Pro,647,34,1,4.82,59
17/06/2023,June,2023,Germany,Pro,10,1,0,4.04,66
18/06/2023,June,2023,Germany,Pro,167,9,0,4.43,59
19/06/2023,June,2023,Germany,Pro,1587,85,3,4.45,62
20/06/2023,June,2023,Germany,Pro,870,46,2,4.51,67
21/06/2023,June,2023,Germany,Pro,414,22,1,4.59,61
22/06/2023,June,2023,Germany,Pro,50,3,0,4.72,66
23/06/2023,June,2023,Germany,Pro,1620,86,3,4.46,59
24/06/2023,June,2023,Germany,Pro,30,2,0,4.66,57
25/06/2023,June,2023,Germany,Pro,244,13,0,4.47,58
26/06/2023,June,2023,Germany,Pro,640,34,1,4.49,60
27/06/2023,June,2023,Germany,Pro,105,6,0,4.86,62
28/06/2023,June,2023,Germany,Pro,44,2,0,4.82,63
29/06/2023,June,2023,Germany,Pro,489,26,1,4.36,59
30/06/2023,June,2023,Germany,Pro,396,20,2,4.46,59
01/06/2023,June,2023,Germany,Enterprise,525,8,0,5.14,31
02/06/2023,June,2023,Germany,Enterprise,1374,21,1,5.19,39
03/06/2023,June,2023,Germany,Enterprise,356,5,0,4.77,38
04/06/2023,June,2023,Germany,Enterprise,939,14,1,5.15,34
05/06/2023,June,2023,Germany,Enterprise,1596,24,1,4.72,37
06/06/2023,June,2023,Germany,Enterprise,211,3,0,5.02,40
07/06/2023,June,2023,Germany,Enterprise,4874,74,4,5.15,38
08/06/2023,June,2023,Germany,Enterprise,1686,25,2,4.59,34
09/06/2023,June,2023,Germany,Enterprise,1370,21,1,5.25,35
10/06/2023,June,2023,Germany,Enterprise,291,4,0,4.84,31
11/06/2023,June,2023,Germany,Enterprise,136,2,0,5.25,30
12/06/2023,June,2023,Germany,Enterprise,1223,18,1,4.92,31
13/06/2023,June,2023,Germany,Enterprise,1812,27,2,5.08,32
14/06/2023,June,2023,Germany,Enterprise,1093,17,1,5.15,36
15/06/2023,June,2023,Germany,Enterprise,757,11,1,5.28,35
16/06/2023,June,2023,Germany,Enterprise,1126,17,1,5.18,36
17/06/2023,June,2023,Germany,Enterprise,276,4,0,5.32,33
18/06/2023,June,2023,Germany,Enterprise,454,7,0,5.35,36
19/06/2023,June,2023,Germany,Enterprise,732,11,1,4.66,37
20/06/2023,June,2023,Germany,Enterprise,1693,26,2,4.5,37
21/06/2023,June,2023,Germany,Enterprise,1091,16,1,4.67,32
22/06/2023,June,2023,Germany,Enterprise,198,3,0,4.73,30
23/06/2023,June,2023,Germany,Enterprise,355,5,0,4.6,35
24/06/2023,June,2023,Germany,Enterprise,5270,80,5,4.89,35
25/06/2023,June,2023,Germany,Enterprise,7069,107,6,5.19,39
26/06/2023,June,2023,Germany,Enterprise,75,1,0,4.53,31
27/06/2023,June,2023,Germany,Enterprise,1568,24,1,4.63,35
28/06/2023,June,2023,Germany,Enterprise,2829,43,3,5.35,38
29/06/2023,June,2023,Germany,Enterprise,182,3,0,4.44,32
30/06/2023,June,2023,Germany,Enterprise,153,3,2,5.43,35
01/07/2023,July,2023,Spain,Basic,29,4,0,1.29,80
02/07/2023,July,2023,Spain,Basic,99,14,0,1.15,71
03/07/2023,July,2023,Spain,Basic,31,4,0,0.92,75
04/07/2023,July,2023,Spain,Basic,171,23,0,0.67,71
05/07/2023,July,2023,Spain,Basic,529,73,1,0.8,72
06/07/2023,July,2023,Spain,Basic,140,19,0,1.0,75
07/07/2023,July,2023,Spain,Basic,38,5,0,0.69,75
08/07/2023,July,2023,Spain,Basic,34,5,0,0.85,74
09/07/2023,July,2023,Spain,Basic,307,42,0,1.49,75
10/07/2023,July,2023,Spain,Basic,98,13,0,0.65,78
11/07/2023,July,2023,Spain,Basic,211,29,0,1.02,72
12/07/2023,July,2023,Spain,Basic,895,123,1,0.78,73
13/07/2023,July,2023,Spain,Basic,129,18,0,1.39,77
14/07/2023,July,2023,Spain,Basic,166,23,0,0.86,73
15/07/2023,July,2023,Spain,Basic,95,13,0,1.48,72
16/07/2023,July,2023,Spain,Basic,137,19,0,0.71,71
17/07/2023,July,2023,Spain,Basic,1,0,0,1.46,73
18/07/2023,July,2023,Spain,Basic,57,8,0,0.97,79
19/07/2023,July,2023,Spain,Basic,236,32,0,0.75,79
20/07/2023,July,2023,Spain,Basic,684,94,1,1.38,71
21/07/2023,July,2023,Spain,Basic,190,26,0,1.5,80
22/07/2023,July,2023,Spain,Basic,52,7,0,0.93,73
23/07/2023,July,2023,Spain,Basic,230,32,0,1.21,77
24/07/2023,July,2023,Spain,Basic,256,35,0,1.4,77
25/07/2023,July,2023,Spain,Basic,95,13,0,1.1,74
26/07/2023,July,2023,Spain,Basic,18,3,0,0.93,71
27/07/2023,July,2023,Spain,Basic,264,36,0,0.73,81
28/07/2023,July,2023,Spain,Basic,369,51,1,1.37,76
29/07/2023,July,2023,Spain,Basic,672,92,1,1.62,75
30/07/2023,July,2023,Spain,Basic,90,12,0,1.55,76
31/07/2023,July,2023,Spain,Basic,92,14,5,0.74,81
01/07/2023,July,2023,Spain,Pro,449,54,1,3.82,80
02/07/2023,July,2023,Spain,Pro,322,39,1,4.11,75
03/07/2023,July,2023,Spain,Pro,344,41,1,4.3,72
04/07/2023,July,2023,Spain,Pro,40,5,0,4.22,74
05/07/2023,July,2023,Spain,Pro,87,10,0,4.48,74
06/07/2023,July,2023,Spain,Pro,408,49,1,4.64,74
07/07/2023,July,2023,Spain,Pro,265,32,1,3.93,79
08/07/2023,July,2023,Spain,Pro,162,19,0,4.17,78
09/07/2023,July,2023,Spain,Pro,110,13,0,3.83,80
10/07/2023,July,2023,Spain,Pro,484,58,1,3.95,74
11/07/2023,July,2023,Spain,Pro,106,13,0,4.06,75
12/07/2023,July,2023,Spain,Pro,1191,143,3,4.54,80
13/07/2023,July,2023,Spain,Pro,52,6,0,4.02,72
14/07/2023,July,2023,Spain,Pro,219,26,1,4.07,78
15/07/2023,July,2023,Spain,Pro,370,44,1,4.62,70
16/07/2023,July,2023,Spain,Pro,85,10,0,4.57,80
17/07/2023,July,2023,Spain,Pro,1092,131,3,3.92,79
18/07/2023,July,2023,Spain,Pro,110,13,0,3.98,71
19/07/2023,July,2023,Spain,Pro,509,61,1,4.42,76
20/07/2023,July,2023,Spain,Pro,1345,161,3,3.95,80
21/07/2023,July,2023,Spain,Pro,114,14,0,4.71,72
22/07/2023,July,2023,Spain,Pro,88,11,0,4.35,73
23/07/2023,July,2023,Spain,Pro,22,3,0,4.21,78
24/07/2023,July,2023,Spain,Pro,174,21,0,4.33,70
25/07/2023,July,2023,Spain,Pro,90,11,0,4.31,74
26/07/2023,July,2023,Spain,Pro,246,29,1,3.83,80
27/07/2023,July,2023,Spain,Pro,518,62,1,4.31,73
28/07/2023,July,2023,Spain,Pro,643,77,2,4.29,80
29/07/2023,July,2023,Spain,Pro,483,58,1,4.0,72
30/07/2023,July,2023,Spain,Pro,127,15,0,3.94,79
31/07/2023,July,2023,Spain,Pro,114,16,3,3.97,77
01/07/2023,July,2023,Spain,Enterprise,89,2,0,4.36,53
02/07/2023,July,2023,Spain,Enterprise,2888,58,4,3.97,51
03/07/2023,July,2023,Spain,Enterprise,1226,25,1,4.41,59
04/07/2023,July,2023,Spain,Enterprise,634,13,1,4.04,55
05/07/2023,July,2023,Spain,Enterprise,1516,30,2,4.64,50
06/07/2023,July,2023,Spain,Enterprise,1348,27,2,4.26,50
07/07/2023,July,2023,Spain,Enterprise,175,4,0,4.44,54
08/07/2023,July,2023,Spain,Enterprise,55,1,0,4.45,53
09/07/2023,July,2023,Spain,Enterprise,51,1,0,4.65,53
10/07/2023,July,2023,Spain,Enterprise,434,9,1,4.8,55
11/07/2023,July,2023,Spain,Enterprise,2138,43,3,3.98,51
12/07/2023,July,2023,Spain,Enterprise,1391,28,2,4.53,59
13/07/2023,July,2023,Spain,Enterprise,1743,35,2,4.63,52
14/07/2023,July,2023,Spain,Enterprise,516,10,1,4.25,49
15/07/2023,July,2023,Spain,Enterprise,351,7,0,4.45,53
16/07/2023,July,2023,Spain,Enterprise,675,14,1,4.67,57
17/07/2023,July,2023,Spain,Enterprise,275,6,0,4.76,52
18/07/2023,July,2023,Spain,Enterprise,1923,39,2,4.13,57
19/07/2023,July,2023,Spain,Enterprise,4970,100,6,4.69,52
